Metodo,Modelo,Parametros,fit_kwargs,Tiempo,Accuracy Todas,Accuracy Aceptadas,F1 score Todas,F1 score Aceptadas
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C202B0>,"{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C202B0>,"{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C202B0>,"{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20310>,"{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20310>,"{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20310>,"{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20310>,"{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20370>,"{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20370>,"{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20370>,"{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20370>,"{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,DecisionTreeClassifier(),"{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.5416522026062012,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,DecisionTreeClassifier(),"{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.545997142791748,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,DecisionTreeClassifier(),"{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.551292896270752,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,DecisionTreeClassifier(),"{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.5462541580200195,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,"DecisionTreeClassifier(max_depth=1, max_leaf_nodes=3)","{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.39089417457580566,0.9484126984126984,0.8994708994708995,0.9302325581395349,0.8730158730158731
BorutaShap,"DecisionTreeClassifier(max_depth=1, max_leaf_nodes=3)","{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.39450860023498535,0.9484126984126984,0.8994708994708995,0.9302325581395349,0.8730158730158731
BorutaShap,"DecisionTreeClassifier(max_depth=1, max_leaf_nodes=3)","{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.3958258628845215,0.9484126984126984,0.8994708994708995,0.9302325581395349,0.8730158730158731
BorutaShap,"DecisionTreeClassifier(max_depth=1, max_leaf_nodes=3)","{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.39602088928222656,0.9484126984126984,0.8994708994708995,0.9302325581395349,0.8730158730158731
BorutaShap,"DecisionTreeClassifier(max_depth=10, max_leaf_nodes=5)","{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.43736910820007324,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,"DecisionTreeClassifier(max_depth=10, max_leaf_nodes=5)","{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.44703221321105957,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,"DecisionTreeClassifier(max_depth=10, max_leaf_nodes=5)","{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.440049409866333,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,"DecisionTreeClassifier(max_depth=10, max_leaf_nodes=5)","{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.44557857513427734,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,DecisionTreeRegressor(),"{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.520050048828125,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,DecisionTreeRegressor(),"{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.5188267230987549,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,DecisionTreeRegressor(),"{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.5243020057678223,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,DecisionTreeRegressor(),"{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.5265862941741943,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,"DecisionTreeRegressor(max_depth=1, max_leaf_nodes=3)","{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.38490867614746094,0.9484126984126984,0.8994708994708995,0.9302325581395349,0.8730158730158731
BorutaShap,"DecisionTreeRegressor(max_depth=1, max_leaf_nodes=3)","{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.37729573249816895,0.9484126984126984,0.8994708994708995,0.9302325581395349,0.8730158730158731
BorutaShap,"DecisionTreeRegressor(max_depth=1, max_leaf_nodes=3)","{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.38044142723083496,0.9484126984126984,0.8994708994708995,0.9302325581395349,0.8730158730158731
BorutaShap,"DecisionTreeRegressor(max_depth=1, max_leaf_nodes=3)","{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.3824799060821533,0.9484126984126984,0.8994708994708995,0.9302325581395349,0.8730158730158731
BorutaShap,"DecisionTreeRegressor(max_depth=10, max_leaf_nodes=5)","{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.4246835708618164,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,"DecisionTreeRegressor(max_depth=10, max_leaf_nodes=5)","{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},0.4252450466156006,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,"DecisionTreeRegressor(max_depth=10, max_leaf_nodes=5)","{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.4254724979400635,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,"DecisionTreeRegressor(max_depth=10, max_leaf_nodes=5)","{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},0.42110753059387207,0.9484126984126984,0.9312169312169312,0.9302325581395349,0.9076923076923077
BorutaShap,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=505993390, ...)","{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},2.017784357070923,0.9484126984126984,0.9576719576719577,0.9302325581395349,0.9448818897637795
BorutaShap,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=505993390, ...)","{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},2.0706164836883545,0.9484126984126984,0.9576719576719577,0.9302325581395349,0.9448818897637795
BorutaShap,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=505993390, ...)","{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},2.047023057937622,0.9484126984126984,0.9576719576719577,0.9302325581395349,0.9448818897637795
BorutaShap,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=505993390, ...)","{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},2.065246105194092,0.9484126984126984,0.9576719576719577,0.9302325581395349,0.9448818897637795
BorutaShap,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=100, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=610371724, ...)","{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},3.3565971851348877,0.9484126984126984,0.9576719576719577,0.9302325581395349,0.9448818897637795
BorutaShap,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=100, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=610371724, ...)","{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},3.4653584957122803,0.9484126984126984,0.9576719576719577,0.9302325581395349,0.9448818897637795
BorutaShap,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=100, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=610371724, ...)","{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},3.5371172428131104,0.9484126984126984,0.9576719576719577,0.9302325581395349,0.9448818897637795
BorutaShap,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=100, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=610371724, ...)","{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},3.479163408279419,0.9484126984126984,0.9576719576719577,0.9302325581395349,0.9448818897637795
BorutaShap,LogisticRegression(),"{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,LogisticRegression(),"{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,LogisticRegression(),"{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,LogisticRegression(),"{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,LogisticRegression(max_iter=1000),"{'n_trials': 50, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,LogisticRegression(max_iter=1000),"{'n_trials': 100, 'sample': False, 'train_or_test': 'test', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,LogisticRegression(max_iter=1000),"{'n_trials': 50, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
BorutaShap,LogisticRegression(max_iter=1000),"{'n_trials': 100, 'sample': False, 'train_or_test': 'train', 'normalize': True, 'verbose': True}",{},,,,,
PowerShap,RandomForestClassifier(n_estimators=10),{},{},0.5879476070404053,0.9484126984126984,0.9702380952380952,0.9302325581395349,0.9606299212598425
PowerShap,RandomForestClassifier(n_estimators=50),{},{},1.4815287590026855,0.9484126984126984,0.953042328042328,0.9302325581395349,0.9375
PowerShap,RandomForestClassifier(),{},{},4.162733793258667,0.9484126984126984,0.960978835978836,0.9302325581395349,0.9457364341085271
PowerShap,RandomForestRegressor(n_estimators=10),{},{},0.6592099666595459,0.9484126984126984,0.9451058201058201,0.9302325581395349,0.9291338582677166
PowerShap,RandomForestRegressor(n_estimators=50),{},{},3.0208261013031006,0.9484126984126984,0.953042328042328,0.9302325581395349,0.9375
PowerShap,RandomForestRegressor(),{},{},5.863018035888672,0.9484126984126984,0.953042328042328,0.9302325581395349,0.9375
PowerShap,<catboost.core.CatBoostClassifier object at 0x0000020D54C15F10>,{},{},,,,,
PowerShap,<catboost.core.CatBoostClassifier object at 0x0000020D54C15F70>,{},{},,,,,
PowerShap,<catboost.core.CatBoostClassifier object at 0x0000020D54C15FD0>,{},{},,,,,
PowerShap,<catboost.core.CatBoostClassifier object at 0x0000020D54C20070>,{},{},,,,,
PowerShap,<catboost.core.CatBoostClassifier object at 0x0000020D54C200D0>,{},{},,,,,
PowerShap,<catboost.core.CatBoostClassifier object at 0x0000020D54C20130>,{},{},,,,,
PowerShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20190>,{},{},,,,,
PowerShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C201F0>,{},{},,,,,
PowerShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20250>,{},{},,,,,
PowerShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C202B0>,{},{},,,,,
PowerShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20310>,{},{},,,,,
PowerShap,<catboost.core.CatBoostRegressor object at 0x0000020D54C20370>,{},{},,,,,
PowerShap,DecisionTreeClassifier(),{},{},,,,,
PowerShap,"DecisionTreeClassifier(max_depth=1, max_leaf_nodes=3)",{},{},,,,,
PowerShap,"DecisionTreeClassifier(max_depth=10, max_leaf_nodes=5)",{},{},,,,,
PowerShap,DecisionTreeRegressor(),{},{},,,,,
PowerShap,"DecisionTreeRegressor(max_depth=1, max_leaf_nodes=3)",{},{},,,,,
PowerShap,"DecisionTreeRegressor(max_depth=10, max_leaf_nodes=5)",{},{},,,,,
PowerShap,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=2040459847, ...)",{},{},0.7604720592498779,0.9484126984126984,0.9417989417989417,0.9302325581395349,0.9279999999999999
PowerShap,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=100, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=23434643, ...)",{},{},2.415724515914917,0.9484126984126984,0.953042328042328,0.9302325581395349,0.9375
PowerShap,LogisticRegression(),{},{},0.5570080280303955,0.9484126984126984,0.9451058201058201,0.9302325581395349,0.9291338582677166
PowerShap,LogisticRegression(max_iter=1000),{},{},2.38863205909729,0.9484126984126984,0.9451058201058201,0.9302325581395349,0.9291338582677166
